loan_amount,value_per_installment,acc_amount,payment_term,capitalized_interest,value_future,months
4623.0,1155.75,4844.904,870.0,221.904,4844.904,4.0
5422.0,1084.4,6072.64,1054.0,650.6400000000001,6072.64,10.0
5786.0,1157.2,6133.16,900.0,347.16,6133.16,5.0
7405.0,1481.0,8293.6,1054.0,888.6,8293.6,10.0
250.0,83.33333333333333,262.0,124.0,12.0,262.0,4.0
888.0,444.0,973.248,248.0,85.248,973.248,8.0
2871.0,717.75,3043.26,899.0,172.26,3043.26,5.0
6394.0,1278.8,7007.8240000000005,992.0,613.8240000000001,7007.8240000000005,8.0
6266.0,3133.0,6266.0,744.0,0.0,6266.0,0.0
9545.0,3181.6666666666665,10690.4,1054.0,1145.4,10690.400000000001,10.0
6064.0,2021.3333333333333,6646.144,992.0,582.144,6646.144,8.0
3705.0,1235.0,3749.46,780.0,44.46,3749.46,1.0
3012.0,1506.0,3084.288,450.0,72.288,3084.288,2.0
4520.0,1506.6666666666667,4845.44,186.0,325.44,4845.4400000000005,6.0
4869.0,2434.5,5511.7080000000005,713.0,642.7080000000001,5511.7080000000005,11.0
6460.0,1292.0,6925.12,930.0,465.12,6925.120000000001,6.0
5281.0,1760.3333333333333,5787.976,630.0,506.976,5787.976000000001,8.0
6523.0,1630.75,7384.036,1085.0,861.036,7384.036000000001,11.0
1657.0,828.5,1736.536,124.0,79.536,1736.536,4.0
5376.0,1344.0,5505.024,810.0,129.024,5505.024,2.0
4119.0,1029.75,4662.7080000000005,1085.0,543.7080000000001,4662.7080000000005,11.0
5209.0,1302.25,5834.08,1050.0,625.08,5834.080000000001,10.0
2165.0,1082.5,2424.8,300.0,259.8,2424.8,10.0
2337.0,779.0,2337.0,390.0,0.0,2337.0,0.0
2660.0,886.6666666666666,2979.2,1050.0,319.20000000000005,2979.2000000000003,10.0
6434.0,1286.8,6665.624,1209.0,231.624,6665.624,3.0
5644.0,1411.0,6253.552,1380.0,609.5519999999999,6253.552000000001,9.0
763.0,763.0,817.936,180.0,54.93600000000001,817.936,6.0
5380.0,2690.0,5380.0,372.0,0.0,5380.0,0.0
250.0,250.0,262.0,124.0,12.0,262.0,4.0
3689.0,1844.5,3733.268,403.0,44.268,3733.268,1.0
9054.0,2263.5,9488.592,868.0,434.592,9488.592,4.0
9856.0,1642.6666666666667,10447.36,1260.0,591.36,10447.36,5.0
3700.0,925.0,4144.0,1054.0,444.0,4144.0,10.0
3451.0,862.75,3782.296,620.0,331.296,3782.2960000000003,8.0
2429.0,809.6666666666666,2429.0,750.0,0.0,2429.0,0.0
1582.0,791.0,1600.984,420.0,18.984,1600.984,1.0
250.0,125.0,265.0,527.0,15.0,265.0,5.0
4916.0,1638.6666666666667,5623.904,360.0,707.904,5623.904,12.0
250.0,125.0,274.0,240.0,24.0,274.0,8.0
250.0,125.0,265.0,155.0,15.0,265.0,5.0
4514.0,1128.5,5001.512,1023.0,487.512,5001.512000000001,9.0
6029.0,2009.6666666666667,6318.392,868.0,289.392,6318.392,4.0
6061.0,1515.25,6206.464,1178.0,145.464,6206.464,2.0
1993.0,498.25,2160.412,589.0,167.412,2160.4120000000003,7.0
8141.0,1628.2,8336.384,810.0,195.38400000000001,8336.384,2.0
4533.0,1133.25,4750.584,510.0,217.584,4750.584,4.0
5072.0,1690.6666666666667,5193.728,806.0,121.72800000000001,5193.728,2.0
3000.0,1000.0,3180.0,900.0,180.0,3180.0,5.0
4823.0,1607.6666666666667,4938.752,806.0,115.752,4938.752,2.0
2987.0,1493.5,3058.688,806.0,71.688,3058.688,2.0
3806.0,1903.0,3943.016,480.0,137.01600000000002,3943.016,3.0
2503.0,834.3333333333334,2653.18,540.0,150.18,2653.1800000000003,5.0
5670.0,1134.0,6418.4400000000005,1426.0,748.44,6418.4400000000005,11.0
5102.0,1700.6666666666667,5530.568,960.0,428.56800000000004,5530.568,7.0
788.0,262.6666666666667,835.28,900.0,47.28,835.2800000000001,5.0
9016.0,2254.0,9881.536,992.0,865.5360000000001,9881.536,8.0
4426.0,1475.3333333333333,4532.224,806.0,106.224,4532.224,2.0
6396.0,2132.0,6933.264,961.0,537.264,6933.264,7.0
2069.0,1034.5,2267.624,248.0,198.624,2267.6240000000003,8.0
5291.0,1763.6666666666667,5862.428,651.0,571.428,5862.428000000001,9.0
7860.0,2620.0,8142.96,840.0,282.96000000000004,8142.96,3.0
3618.0,1809.0,4008.744,1023.0,390.744,4008.744,9.0
2149.0,1074.5,2355.304,248.0,206.304,2355.304,8.0
4638.0,1546.0,4804.968,465.0,166.968,4804.968,3.0
530.0,265.0,555.44,868.0,25.44,555.44,4.0
6103.0,1525.75,6835.36,690.0,732.36,6835.360000000001,10.0
3018.0,1006.0,3054.216,775.0,36.216,3054.216,1.0
4339.0,1446.3333333333333,4599.34,527.0,260.34,4599.34,5.0
3509.0,1169.6666666666667,3972.188,1085.0,463.18800000000005,3972.1880000000006,11.0
5823.0,1455.75,6521.76,682.0,698.76,6521.76,10.0
8813.0,1762.6,9236.024,1240.0,423.024,9236.024000000001,4.0
337.0,112.33333333333333,353.176,510.0,16.176000000000002,353.176,4.0
3279.0,1639.5,3397.044,837.0,118.044,3397.0440000000003,3.0
5626.0,1406.5,5896.048,868.0,270.048,5896.048000000001,4.0
4735.0,1183.75,4848.64,1170.0,113.64,4848.64,2.0
3731.0,1865.5,4089.176,620.0,358.176,4089.1760000000004,8.0
250.0,250.0,283.0,341.0,33.0,283.00000000000006,11.0
250.0,250.0,280.0,300.0,30.0,280.0,10.0
3072.0,1024.0,3108.864,420.0,36.864000000000004,3108.864,1.0
2246.0,561.5,2380.76,900.0,134.76000000000002,2380.76,5.0
1862.0,620.6666666666666,1951.376,510.0,89.376,1951.376,4.0
250.0,125.0,271.0,600.0,21.0,271.0,7.0
587.0,195.66666666666666,594.044,420.0,7.0440000000000005,594.044,1.0
1764.0,588.0,1764.0,744.0,0.0,1764.0,0.0
250.0,125.0,256.0,450.0,6.0,256.0,2.0
1847.0,1847.0,2068.64,300.0,221.64000000000001,2068.6400000000003,10.0
5650.0,1130.0,6395.8,1085.0,745.8,6395.800000000001,11.0
250.0,125.0,268.0,570.0,18.0,268.0,6.0
1753.0,876.5,1900.252,600.0,147.252,1900.2520000000002,7.0
3720.0,930.0,3853.92,840.0,133.92000000000002,3853.92,3.0
2403.0,801.0,2460.672,1178.0,57.672000000000004,2460.672,2.0
1993.0,664.3333333333334,2232.16,682.0,239.16,2232.1600000000003,10.0
3094.0,1031.3333333333333,3131.128,1140.0,37.128,3131.128,1.0
250.0,83.33333333333333,262.0,120.0,12.0,262.0,4.0
5385.0,1346.25,5643.48,868.0,258.48,5643.4800000000005,4.0
3837.0,1279.0,3883.044,420.0,46.044000000000004,3883.044,1.0
2056.0,685.3333333333334,2056.0,750.0,0.0,2056.0,0.0
4791.0,1197.75,5423.412,720.0,632.412,5423.412,11.0
6293.0,1258.6,6293.0,1830.0,0.0,6293.0,0.0
250.0,83.33333333333333,250.0,744.0,0.0,250.0,0.0
3368.0,1122.6666666666667,3529.664,510.0,161.66400000000002,3529.664,4.0
3456.0,1152.0,3456.0,1116.0,0.0,3456.0,0.0
4642.0,1547.3333333333333,4809.112,837.0,167.112,4809.112,3.0
2876.0,958.6666666666666,3117.584,961.0,241.584,3117.5840000000003,7.0
7275.0,1455.0,7275.0,1110.0,0.0,7275.0,0.0
5365.0,1341.25,6008.8,1054.0,643.8,6008.8,10.0
7419.0,1483.8,8131.224,1350.0,712.224,8131.224000000001,8.0
6149.0,1537.25,6591.728,1302.0,442.72799999999995,6591.728,6.0
4969.0,1656.3333333333333,5446.024,240.0,477.024,5446.024,8.0
250.0,125.0,262.0,496.0,12.0,262.0,4.0
1853.0,463.25,1897.472,806.0,44.472,1897.472,2.0
5359.0,1339.75,5423.308,775.0,64.308,5423.308,1.0
3075.0,1025.0,3370.2,620.0,295.2,3370.2000000000003,8.0
250.0,125.0,253.0,420.0,3.0,253.0,1.0
2994.0,998.0,3173.64,150.0,179.64,3173.6400000000003,5.0
4186.0,1046.5,4587.856,992.0,401.856,4587.856000000001,8.0
1779.0,593.0,1949.784,630.0,170.784,1949.784,8.0
1595.0,531.6666666666666,1690.7,527.0,95.7,1690.7,5.0
6558.0,1639.5,6872.784,510.0,314.784,6872.784000000001,4.0
7208.0,1201.3333333333333,7640.48,1271.0,432.47999999999996,7640.4800000000005,5.0
6991.0,1747.75,7074.892,1147.0,83.892,7074.892,1.0
4947.0,1649.0,5362.548,960.0,415.548,5362.548000000001,7.0
9542.0,2385.5,10458.032,1364.0,916.032,10458.032000000001,8.0
250.0,250.0,262.0,124.0,12.0,262.0,4.0
3271.0,1090.3333333333333,3624.268,279.0,353.26800000000003,3624.2680000000005,9.0
3671.0,734.2,3891.26,900.0,220.26,3891.26,5.0
5313.0,1328.25,5631.78,540.0,318.78,5631.780000000001,5.0
7673.0,1918.25,7673.0,1116.0,0.0,7673.0,0.0
2070.0,2070.0,2169.36,120.0,99.36,2169.36,4.0
7135.0,1783.75,7306.24,434.0,171.24,7306.24,2.0
3497.0,1165.6666666666667,3664.8559999999998,124.0,167.856,3664.856,4.0
5609.0,1402.25,6214.772,1020.0,605.772,6214.772000000001,9.0
5289.0,1057.8,5923.68,1050.0,634.6800000000001,5923.68,10.0
2604.0,651.0,2728.992,1240.0,124.992,2728.992,4.0
3861.0,1930.5,3907.332,403.0,46.332,3907.332,1.0
4180.0,1045.0,4180.0,750.0,0.0,4180.0,0.0
5846.0,1461.5,5846.0,750.0,0.0,5846.0,0.0
4553.0,1517.6666666666667,5153.996,330.0,600.996,5153.996,11.0
4862.0,1215.5,4978.688,1170.0,116.688,4978.688,2.0
4170.0,1390.0,4420.2,150.0,250.2,4420.2,5.0
4813.0,1604.3333333333333,4986.268,465.0,173.268,4986.268,3.0
815.0,407.5,824.78,403.0,9.78,824.78,1.0
3812.0,953.0,4132.208,589.0,320.20799999999997,4132.2080000000005,7.0
7025.0,1405.0,7193.6,1178.0,168.6,7193.6,2.0
6315.0,1578.75,6845.46,960.0,530.46,6845.46,7.0
7160.0,2386.6666666666665,7331.84,810.0,171.84,7331.84,2.0
2770.0,923.3333333333334,2770.0,744.0,0.0,2770.0,0.0
2847.0,949.0,3188.64,682.0,341.64,3188.6400000000003,10.0
2716.0,1358.0,2976.736,630.0,260.736,2976.7360000000003,8.0
1347.0,673.5,1395.492,465.0,48.492000000000004,1395.492,3.0
3691.0,1230.3333333333333,4001.044,589.0,310.044,4001.0440000000003,7.0
2524.0,1262.0,2796.592,270.0,272.592,2796.592,9.0
7240.0,1448.0,7761.28,1302.0,521.28,7761.280000000001,6.0
4522.0,1130.5,4956.112,620.0,434.112,4956.112,8.0
5930.0,2965.0,6499.28,992.0,569.28,6499.280000000001,8.0
2696.0,898.6666666666666,2890.112,930.0,194.11200000000002,2890.112,6.0
1144.0,572.0,1157.728,420.0,13.728,1157.728,1.0
6084.0,3042.0,6814.08,310.0,730.0799999999999,6814.080000000001,10.0
5821.0,1164.2,5890.852,1147.0,69.852,5890.852,1.0
5460.0,1365.0,5918.64,960.0,458.64,5918.64,7.0
1721.0,573.6666666666666,1803.608,510.0,82.608,1803.6080000000002,4.0
250.0,250.0,268.0,558.0,18.0,268.0,6.0
3355.0,838.75,3797.86,713.0,442.85999999999996,3797.8600000000006,11.0
723.0,241.0,749.028,840.0,26.028,749.028,3.0
6219.0,1243.8,6442.884,840.0,223.88400000000001,6442.884,3.0
6486.0,1621.5,7108.656,620.0,622.6560000000001,7108.656000000001,8.0
5249.0,1749.6666666666667,5374.976,810.0,125.976,5374.976,2.0
393.0,131.0,393.0,390.0,0.0,393.0,0.0
1891.0,945.5,1959.076,480.0,68.076,1959.076,3.0
3810.0,1270.0,3992.88,868.0,182.88,3992.88,4.0
250.0,83.33333333333333,265.0,527.0,15.0,265.0,5.0
250.0,83.33333333333333,262.0,496.0,12.0,262.0,4.0
3575.0,1191.6666666666667,3961.1,1020.0,386.09999999999997,3961.1000000000004,9.0
1608.0,804.0,1762.368,240.0,154.368,1762.3680000000002,8.0
250.0,125.0,262.0,510.0,12.0,262.0,4.0
1208.0,604.0,1208.0,744.0,0.0,1208.0,0.0
1205.0,401.6666666666667,1320.68,620.0,115.68,1320.68,8.0
6824.0,1706.0,7151.552,870.0,327.552,7151.552000000001,4.0
3667.0,916.75,3931.024,570.0,264.024,3931.0240000000003,6.0
3402.0,1701.0,3565.296,120.0,163.296,3565.2960000000003,4.0
5437.0,1359.25,5632.732,837.0,195.732,5632.732,3.0
4104.0,2052.0,4645.728,713.0,541.728,4645.728,11.0
4943.0,1235.75,5476.844,651.0,533.844,5476.844,9.0
250.0,125.0,265.0,150.0,15.0,265.0,5.0
250.0,83.33333333333333,274.0,248.0,24.0,274.0,8.0
250.0,83.33333333333333,274.0,620.0,24.0,274.0,8.0
5577.0,1859.0,5577.0,390.0,0.0,5577.0,0.0
4880.0,1626.6666666666667,5055.68,837.0,175.68,5055.68,3.0
1739.0,869.5,1947.68,690.0,208.68,1947.6800000000003,10.0
7621.0,1905.25,7803.904,810.0,182.904,7803.904,2.0
2933.0,733.25,2933.0,750.0,0.0,2933.0,0.0
636.0,636.0,697.056,240.0,61.056000000000004,697.056,8.0
5775.0,1155.0,6260.1,1333.0,485.09999999999997,6260.1,7.0
3840.0,1280.0,4024.32,124.0,184.32,4024.32,4.0
765.0,382.5,774.18,775.0,9.18,774.1800000000001,1.0
4178.0,2089.0,4478.816,186.0,300.81600000000003,4478.816000000001,6.0
2411.0,1205.5,2439.932,420.0,28.932000000000002,2439.9320000000002,1.0
4425.0,1106.25,5009.1,720.0,584.1,5009.1,11.0
2787.0,929.0,3087.996,270.0,300.99600000000004,3087.996,9.0
1455.0,727.5,1612.14,270.0,157.14000000000001,1612.14,9.0
1084.0,361.3333333333333,1084.0,390.0,0.0,1084.0,0.0
8022.0,1604.4,9080.904,1080.0,1058.904,9080.904,11.0
2365.0,1182.5,2592.04,248.0,227.04,2592.0400000000004,8.0
1605.0,802.5,1682.04,124.0,77.04,1682.04,4.0
9849.0,1969.8,9967.188,1140.0,118.188,9967.188,1.0
7984.0,1596.8,8558.848,930.0,574.8480000000001,8558.848,6.0
9647.0,1929.4,10341.584,930.0,694.584,10341.584,6.0
3175.0,1587.5,3441.7,600.0,266.7,3441.7000000000003,7.0
2742.0,914.0,2972.328,960.0,230.32800000000003,2972.3280000000004,7.0
616.0,205.33333333333334,630.784,434.0,14.784,630.784,2.0
4892.0,1630.6666666666667,5244.224,558.0,352.224,5244.224,6.0
6954.0,2318.0,6954.0,744.0,0.0,6954.0,0.0
